,player_type,player,result
1179,rand,1,win via score
1180,rand,3,win via score
1181,rand,3,win via score
1182,rand,1,win via score
1183,rand,3,win via score
1184,rand,3,win via score
1185,rand,2,win via score
1186,rand,1,win via score
1187,rand,2,win via score
1188,rand,2,win via score
1189,rand,2,win via score
1190,rand,1,win via score
1191,rand,1,win via score
1192,rand,1,win via score
1193,rand,3,win via score
1194,rand,1,win via score
1195,rand,1,win via score
1196,rand,1,win via score
1197,rand,1,win via score
1198,rand,3,win via score
1199,rand,1,win via score
1200,rand,3,win via score
1201,rand,2,win via score
1202,rand,1,win via score
1203,rand,2,win via score
1204,rand,2,win via score
1205,rand,3,win via score
1206,rand,1,win via score
1207,rand,1,win via score
1208,rand,2,win via score
1209,rand,3,win via score
1210,rand,3,win via score
1211,rand,3,win via score
1212,rand,3,win via score
1213,rand,1,win via score
1214,rand,1,win via score
1215,rand,1,win via score
1216,rand,2,win via score
1217,rand,1,win via score
1218,rand,2,win via score
1219,rand,1,win via score
1220,rand,3,win via score
1221,rand,3,win via score
1222,rand,2,win via score
1223,rand,3,win via score
1224,mean,0,win via elim
1225,rand,3,win via score
1226,rand,3,win via score
1227,rand,3,win via score
1228,rand,2,win via score
1229,rand,1,win via score
1230,rand,1,win via score
1231,rand,1,win via score
1232,rand,1,win via score
1233,rand,2,win via score
1234,rand,1,win via score
1235,rand,1,win via score
1236,rand,1,win via score
1237,rand,3,win via score
1238,rand,1,win via score
1239,rand,2,win via score
1240,rand,2,win via score
1241,rand,3,win via score
1242,rand,2,win via score
1243,rand,2,win via score
1244,rand,2,win via score
1245,rand,2,win via score
