,player_type,player,result
570,"smart: 0.5, 0.6",1,win via score
571,"smart: 0.5, 0.6",1,win via score
572,"smart: 0.5, 0.6",1,win via score
573,"smart: 0.5, 0.6",1,win via score
574,"smart: 0.5, 0.6",0,win via score
575,"smart: 0.5, 0.6",1,win via score
576,"smart: 0.5, 0.6",3,win via score
577,"smart: 0.5, 0.6",1,win via score
578,"smart: 0.5, 0.6",2,win via score
579,"smart: 0.5, 0.6",3,win via score
580,"smart: 0.5, 0.6",3,win via score
581,"smart: 0.5, 0.6",1,win via score
582,"smart: 0.5, 0.6",3,win via score
583,"smart: 0.5, 0.6",0,win via score
584,"smart: 0.5, 0.6",2,win via elim
585,"smart: 0.5, 0.6",0,win via score
586,"smart: 0.5, 0.6",0,win via score
587,"smart: 0.5, 0.6",0,win via score
588,"smart: 0.5, 0.6",2,win via score
589,"smart: 0.5, 0.6",2,win via score
590,"smart: 0.5, 0.6",3,win via score
591,"smart: 0.5, 0.6",2,win via score
592,"smart: 0.5, 0.6",1,win via score
593,"smart: 0.5, 0.6",0,win via score
594,"smart: 0.5, 0.6",1,win via score
595,"smart: 0.5, 0.6",2,win via score
596,"smart: 0.5, 0.6",1,win via score
597,"smart: 0.5, 0.6",1,win via elim
598,"smart: 0.5, 0.6",1,win via score
599,"smart: 0.5, 0.6",1,win via elim
600,"smart: 0.5, 0.6",0,win via score
601,"smart: 0.5, 0.6",2,win via score
602,"smart: 0.5, 0.6",2,win via score
603,"smart: 0.5, 0.6",1,win via score
604,"smart: 0.5, 0.6",0,win via score
605,"smart: 0.5, 0.6",1,win via score
606,"smart: 0.5, 0.6",0,win via score
607,"smart: 0.5, 0.6",3,win via score
608,"smart: 0.5, 0.6",0,win via score
609,"smart: 0.5, 0.6",2,win via score
610,"smart: 0.5, 0.6",2,win via score
611,"smart: 0.5, 0.6",1,win via score
612,"smart: 0.5, 0.6",2,win via score
613,"smart: 0.5, 0.6",1,win via score
614,"smart: 0.5, 0.6",2,win via elim
615,"smart: 0.5, 0.6",0,win via score
616,"smart: 0.5, 0.6",2,win via score
617,"smart: 0.5, 0.6",1,win via score
618,"smart: 0.5, 0.6",1,win via score
619,"smart: 0.5, 0.6",3,win via score
620,"smart: 0.5, 0.6",3,win via score
621,"smart: 0.5, 0.6",1,win via score
622,"smart: 0.5, 0.6",3,win via elim
623,"smart: 0.5, 0.6",3,win via score
624,"smart: 0.5, 0.6",0,win via score
625,"smart: 0.5, 0.6",2,win via score
626,"smart: 0.5, 0.6",1,win via score
627,"smart: 0.5, 0.6",2,win via score
628,"smart: 0.5, 0.6",3,win via score
629,"smart: 0.5, 0.6",1,win via score
630,"smart: 0.5, 0.6",3,win via score
