,player type,player,result
14712,"smart 2: 0, 0.6",3,self lose challange
14713,"smart 2: 0, 0.4",1,self lose challange
14714,approx q learning,0,self lose challange
14715,approx q learning,0,turned flower
14716,approx q learning,0,turned flower
14717,approx q learning,0,turned flower
14718,approx q learning,0,lose challange
14719,approx q learning,0,turned flower
14720,approx q learning,0,turned flower
14721,approx q learning,0,lose challange
14722,"smart 2: 0, 0.4",1,self lose challange
14723,approx q learning,0,self lose game
14724,"smart 2: 0, 0.4",1,turned flower
14725,"smart 2: 0, 0.4",1,lose challange
14726,"smart 2: 2, 0.6",2,turned flower
14727,"smart 2: 2, 0.6",2,lose challange
14728,"smart 2: 0, 0.4",1,turned flower
14729,"smart 2: 0, 0.4",1,lose game
14730,"smart 2: 0, 0.6",3,turned flower
14731,"smart 2: 0, 0.6",3,win challange
14732,"smart 2: 2, 0.6",2,turned flower
14733,"smart 2: 2, 0.6",2,self lose challange
14734,"smart 2: 0, 0.6",3,turned flower
14735,"smart 2: 0, 0.6",3,win challange
14736,"smart 2: 2, 0.6",2,self lose challange
14737,"smart 2: 0, 0.4",1,self lose challange
14738,"smart 2: 2, 0.6",2,turned flower
14739,"smart 2: 2, 0.6",2,turned flower
14740,"smart 2: 2, 0.6",2,turned flower
14741,"smart 2: 2, 0.6",2,lose challange
14742,"smart 2: 0, 0.4",1,self lose challange
14743,"smart 2: 0, 0.4",1,turned flower
14744,"smart 2: 0, 0.4",1,lose challange
14745,approx q learning,0,self lose challange
14746,approx q learning,0,turned flower
14747,approx q learning,0,turned flower
14748,approx q learning,0,lose challange
14749,approx q learning,0,turned flower
14750,approx q learning,0,lose challange
14751,approx q learning,0,self lose game
14752,"smart 2: 0, 0.4",1,self lose game
14753,"smart 2: 0, 0.6",3,self lose challange
14754,"smart 2: 0, 0.6",3,self lose challange
14755,"smart 2: 2, 0.6",2,self lose challange
14756,"smart 2: 2, 0.6",2,win challange
14757,"smart 2: 2, 0.6",2,win challange
14758,approx q learning,0,turned flower
14759,approx q learning,0,turned flower
14760,approx q learning,0,turned flower
14761,approx q learning,0,lose challange
14762,approx q learning,0,turned flower
14763,approx q learning,0,turned flower
14764,approx q learning,0,lose challange
14765,"smart 2: 2, 0.6",2,turned flower
14766,"smart 2: 2, 0.6",2,turned flower
14767,"smart 2: 2, 0.6",2,turned flower
14768,"smart 2: 2, 0.6",2,turned flower
14769,"smart 2: 2, 0.6",2,lose challange
14770,approx q learning,0,self lose challange
14771,approx q learning,0,turned flower
14772,approx q learning,0,turned flower
14773,approx q learning,0,turned flower
14774,approx q learning,0,win challange
14775,approx q learning,0,turned flower
14776,approx q learning,0,lose game
14777,"smart 2: 0, 0.4",1,turned flower
14778,"smart 2: 0, 0.4",1,lose challange
14779,"smart 2: 0, 0.4",1,turned flower
14780,"smart 2: 0, 0.4",1,turned flower
14781,"smart 2: 0, 0.4",1,turned flower
14782,"smart 2: 0, 0.4",1,win challange
14783,"smart 2: 0, 0.4",1,turned flower
14784,"smart 2: 0, 0.4",1,turned flower
14785,"smart 2: 0, 0.4",1,turned flower
14786,"smart 2: 0, 0.4",1,turned flower
14787,"smart 2: 0, 0.4",1,win challange
14788,approx q learning,0,turned flower
14789,approx q learning,0,self lose challange
14790,"smart 2: 0, 0.6",3,self lose challange
14791,approx q learning,0,turned flower
14792,approx q learning,0,lose challange
14793,approx q learning,0,turned flower
14794,approx q learning,0,turned flower
14795,approx q learning,0,turned flower
14796,approx q learning,0,lose challange
14797,"smart 2: 0, 0.4",1,self lose challange
14798,"smart 2: 2, 0.6",2,turned flower
14799,"smart 2: 2, 0.6",2,turned flower
14800,"smart 2: 2, 0.6",2,turned flower
14801,"smart 2: 2, 0.6",2,turned flower
14802,"smart 2: 2, 0.6",2,lose challange
14803,approx q learning,0,self lose game
14804,"smart 2: 0, 0.6",3,self lose challange
14805,"smart 2: 2, 0.6",2,turned flower
14806,"smart 2: 2, 0.6",2,lose challange
14807,"smart 2: 0, 0.6",3,turned flower
14808,"smart 2: 0, 0.6",3,win challange
14809,"smart 2: 2, 0.6",2,turned flower
14810,"smart 2: 2, 0.6",2,turned flower
14811,"smart 2: 2, 0.6",2,lose challange
14812,"smart 2: 2, 0.6",2,turned flower
14813,"smart 2: 2, 0.6",2,lose game
14814,"smart 2: 0, 0.4",1,self lose challange
14815,"smart 2: 0, 0.4",1,win challange
14816,"smart 2: 0, 0.4",1,win challange
14817,approx q learning,0,turned flower
14818,approx q learning,0,lose challange
14819,"smart 2: 0, 0.4",1,turned flower
14820,"smart 2: 0, 0.4",1,lose challange
14821,approx q learning,0,turned flower
14822,approx q learning,0,turned flower
14823,approx q learning,0,lose challange
14824,"smart 2: 0, 0.4",1,turned flower
14825,"smart 2: 0, 0.4",1,self lose challange
14826,"smart 2: 2, 0.6",2,turned flower
14827,"smart 2: 2, 0.6",2,turned flower
14828,"smart 2: 2, 0.6",2,lose challange
14829,"smart 2: 2, 0.6",2,turned flower
14830,"smart 2: 2, 0.6",2,turned flower
14831,"smart 2: 2, 0.6",2,lose challange
14832,"smart 2: 2, 0.6",2,turned flower
14833,"smart 2: 2, 0.6",2,turned flower
14834,"smart 2: 2, 0.6",2,turned flower
14835,"smart 2: 2, 0.6",2,win challange
14836,"smart 2: 2, 0.6",2,turned flower
14837,"smart 2: 2, 0.6",2,lose challange
14838,"smart 2: 0, 0.6",3,self lose challange
14839,approx q learning,0,turned flower
14840,approx q learning,0,turned flower
14841,approx q learning,0,lose challange
14842,"smart 2: 0, 0.4",1,turned flower
14843,"smart 2: 0, 0.4",1,lose challange
14844,"smart 2: 2, 0.6",2,self lose game
14845,"smart 2: 0, 0.4",1,self lose game
14846,approx q learning,0,turned flower
14847,approx q learning,0,lose game
14848,"smart 2: 0, 0.4",1,self lose challange
14849,"smart 2: 0, 0.4",1,self lose challange
14850,"smart 2: 0, 0.6",3,self lose challange
14851,approx q learning,0,turned flower
14852,approx q learning,0,win challange
14853,approx q learning,0,turned flower
14854,approx q learning,0,lose challange
14855,approx q learning,0,turned flower
14856,approx q learning,0,self lose challange
14857,"smart 2: 0, 0.4",1,self lose challange
14858,approx q learning,0,self lose challange
14859,approx q learning,0,turned flower
14860,approx q learning,0,turned flower
14861,approx q learning,0,lose game
14862,"smart 2: 0, 0.4",1,turned flower
14863,"smart 2: 0, 0.4",1,lose game
14864,"smart 2: 0, 0.6",3,turned flower
14865,"smart 2: 0, 0.6",3,self lose challange
14866,"smart 2: 0, 0.6",3,win challange
14867,"smart 2: 2, 0.6",2,turned flower
14868,"smart 2: 2, 0.6",2,win challange
14869,"smart 2: 2, 0.6",2,turned flower
14870,"smart 2: 2, 0.6",2,win challange
14871,approx q learning,0,self lose challange
14872,approx q learning,0,self lose challange
14873,approx q learning,0,turned flower
14874,approx q learning,0,lose challange
14875,"smart 2: 0, 0.6",3,turned flower
14876,"smart 2: 0, 0.6",3,lose challange
14877,approx q learning,0,self lose game
14878,"smart 2: 0, 0.4",1,self lose challange
14879,"smart 2: 0, 0.6",3,turned flower
14880,"smart 2: 0, 0.6",3,turned flower
14881,"smart 2: 0, 0.6",3,turned flower
14882,"smart 2: 0, 0.6",3,lose challange
14883,"smart 2: 0, 0.4",1,turned flower
14884,"smart 2: 0, 0.4",1,turned flower
14885,"smart 2: 0, 0.4",1,turned flower
14886,"smart 2: 0, 0.4",1,win challange
14887,"smart 2: 2, 0.6",2,self lose challange
14888,"smart 2: 0, 0.4",1,turned flower
14889,"smart 2: 0, 0.4",1,self lose challange
14890,"smart 2: 0, 0.4",1,turned flower
14891,"smart 2: 0, 0.4",1,turned flower
14892,"smart 2: 0, 0.4",1,win challange
14893,approx q learning,0,turned flower
14894,approx q learning,0,turned flower
14895,approx q learning,0,turned flower
14896,approx q learning,0,lose challange
14897,approx q learning,0,self lose challange
14898,"smart 2: 0, 0.4",1,self lose challange
14899,approx q learning,0,turned flower
14900,approx q learning,0,turned flower
14901,approx q learning,0,turned flower
14902,approx q learning,0,lose challange
14903,approx q learning,0,turned flower
14904,approx q learning,0,lose game
14905,"smart 2: 2, 0.6",2,self lose challange
14906,"smart 2: 2, 0.6",2,turned flower
14907,"smart 2: 2, 0.6",2,self lose challange
14908,"smart 2: 0, 0.4",1,self lose challange
14909,"smart 2: 0, 0.4",1,turned flower
14910,"smart 2: 0, 0.4",1,turned flower
14911,"smart 2: 0, 0.4",1,lose challange
14912,"smart 2: 0, 0.6",3,self lose challange
14913,"smart 2: 0, 0.4",1,turned flower
14914,"smart 2: 0, 0.4",1,lose game
14915,"smart 2: 0, 0.6",3,self lose challange
14916,"smart 2: 2, 0.6",2,turned flower
14917,"smart 2: 2, 0.6",2,win challange
14918,"smart 2: 2, 0.6",2,win challange
14919,"smart 2: 0, 0.4",1,self lose challange
14920,approx q learning,0,self lose challange
14921,approx q learning,0,turned flower
14922,approx q learning,0,self lose challange
14923,"smart 2: 0, 0.6",3,self lose challange
14924,"smart 2: 0, 0.6",3,turned flower
14925,"smart 2: 0, 0.6",3,lose challange
14926,approx q learning,0,turned flower
14927,approx q learning,0,lose challange
14928,approx q learning,0,self lose game
14929,"smart 2: 0, 0.6",3,turned flower
14930,"smart 2: 0, 0.6",3,win challange
14931,"smart 2: 0, 0.4",1,turned flower
14932,"smart 2: 0, 0.4",1,self lose challange
14933,"smart 2: 0, 0.4",1,turned flower
14934,"smart 2: 0, 0.4",1,lose challange
14935,"smart 2: 0, 0.6",3,turned flower
14936,"smart 2: 0, 0.6",3,turned flower
14937,"smart 2: 0, 0.6",3,win challange
14938,approx q learning,0,turned flower
14939,approx q learning,0,lose challange
14940,"smart 2: 0, 0.6",3,self lose challange
14941,"smart 2: 0, 0.6",3,self lose challange
14942,"smart 2: 2, 0.6",2,self lose challange
14943,approx q learning,0,self lose challange
14944,"smart 2: 0, 0.6",3,self lose challange
14945,"smart 2: 2, 0.6",2,turned flower
14946,"smart 2: 2, 0.6",2,turned flower
14947,"smart 2: 2, 0.6",2,lose challange
14948,"smart 2: 0, 0.4",1,self lose challange
14949,"smart 2: 0, 0.4",1,turned flower
14950,"smart 2: 0, 0.4",1,turned flower
14951,"smart 2: 0, 0.4",1,turned flower
14952,"smart 2: 0, 0.4",1,win challange
14953,approx q learning,0,turned flower
14954,approx q learning,0,turned flower
14955,approx q learning,0,lose challange
14956,approx q learning,0,self lose game
14957,"smart 2: 2, 0.6",2,turned flower
14958,"smart 2: 2, 0.6",2,turned flower
14959,"smart 2: 2, 0.6",2,turned flower
14960,"smart 2: 2, 0.6",2,lose challange
14961,"smart 2: 0, 0.6",3,turned flower
14962,"smart 2: 0, 0.6",3,lose game
14963,"smart 2: 2, 0.6",2,self lose game
14964,approx q learning,0,turned flower
14965,approx q learning,0,turned flower
14966,approx q learning,0,turned flower
14967,approx q learning,0,lose challange
14968,"smart 2: 0, 0.4",1,self lose challange
14969,"smart 2: 0, 0.4",1,turned flower
14970,"smart 2: 0, 0.4",1,turned flower
14971,"smart 2: 0, 0.4",1,lose challange
14972,"smart 2: 2, 0.6",2,self lose challange
14973,approx q learning,0,turned flower
14974,approx q learning,0,self lose challange
14975,"smart 2: 0, 0.4",1,turned flower
14976,"smart 2: 0, 0.4",1,lose challange
14977,"smart 2: 0, 0.4",1,turned flower
14978,"smart 2: 0, 0.4",1,turned flower
14979,"smart 2: 0, 0.4",1,turned flower
14980,"smart 2: 0, 0.4",1,lose game
14981,approx q learning,0,turned flower
14982,approx q learning,0,self lose challange
14983,"smart 2: 0, 0.6",3,turned flower
14984,"smart 2: 0, 0.6",3,turned flower
14985,"smart 2: 0, 0.6",3,win challange
14986,approx q learning,0,turned flower
14987,approx q learning,0,win challange
14988,approx q learning,0,turned flower
14989,approx q learning,0,lose game
14990,"smart 2: 0, 0.6",3,self lose challange
14991,"smart 2: 2, 0.6",2,turned flower
14992,"smart 2: 2, 0.6",2,win challange
14993,"smart 2: 2, 0.6",2,turned flower
14994,"smart 2: 2, 0.6",2,turned flower
14995,"smart 2: 2, 0.6",2,win challange
14996,"smart 2: 0, 0.4",1,self lose challange
14997,"smart 2: 0, 0.6",3,self lose challange
14998,approx q learning,0,turned flower
14999,approx q learning,0,self lose challange
15000,"smart 2: 0, 0.6",3,self lose challange
15001,approx q learning,0,turned flower
15002,approx q learning,0,turned flower
15003,approx q learning,0,lose challange
15004,"smart 2: 0, 0.6",3,self lose challange
15005,"smart 2: 2, 0.6",2,self lose challange
15006,"smart 2: 0, 0.4",1,self lose challange
15007,approx q learning,0,turned flower
15008,approx q learning,0,lose challange
15009,approx q learning,0,turned flower
15010,approx q learning,0,turned flower
15011,approx q learning,0,lose game
15012,"smart 2: 0, 0.6",3,turned flower
15013,"smart 2: 0, 0.6",3,lose game
15014,"smart 2: 2, 0.6",2,self lose challange
15015,"smart 2: 2, 0.6",2,win challange
15016,"smart 2: 0, 0.4",1,turned flower
15017,"smart 2: 0, 0.4",1,win challange
15018,"smart 2: 2, 0.6",2,turned flower
15019,"smart 2: 2, 0.6",2,turned flower
15020,"smart 2: 2, 0.6",2,lose challange
15021,"smart 2: 0, 0.4",1,turned flower
15022,"smart 2: 0, 0.4",1,lose challange
15023,"smart 2: 0, 0.4",1,win challange
15024,"smart 2: 0, 0.4",1,self lose challange
15025,approx q learning,0,self lose challange
15026,approx q learning,0,self lose challange
15027,approx q learning,0,self lose challange
15028,approx q learning,0,turned flower
15029,approx q learning,0,turned flower
15030,approx q learning,0,lose game
15031,"smart 2: 2, 0.6",2,turned flower
15032,"smart 2: 2, 0.6",2,self lose challange
15033,"smart 2: 0, 0.4",1,turned flower
15034,"smart 2: 0, 0.4",1,self lose challange
15035,"smart 2: 0, 0.6",3,turned flower
15036,"smart 2: 0, 0.6",3,turned flower
15037,"smart 2: 0, 0.6",3,lose challange
15038,"smart 2: 0, 0.4",1,turned flower
15039,"smart 2: 0, 0.4",1,win challange
15040,"smart 2: 0, 0.6",3,turned flower
15041,"smart 2: 0, 0.6",3,lose challange
15042,"smart 2: 0, 0.6",3,turned flower
15043,"smart 2: 0, 0.6",3,lose challange
15044,"smart 2: 2, 0.6",2,self lose challange
15045,"smart 2: 0, 0.4",1,self lose challange
15046,"smart 2: 0, 0.6",3,turned flower
15047,"smart 2: 0, 0.6",3,turned flower
15048,"smart 2: 0, 0.6",3,win challange
15049,"smart 2: 2, 0.6",2,self lose challange
15050,"smart 2: 0, 0.4",1,turned flower
15051,"smart 2: 0, 0.4",1,turned flower
15052,"smart 2: 0, 0.4",1,win challange
15053,"smart 2: 0, 0.4",1,self lose challange
15054,approx q learning,0,self lose challange
15055,approx q learning,0,turned flower
15056,approx q learning,0,turned flower
15057,approx q learning,0,turned flower
15058,approx q learning,0,turned flower
15059,approx q learning,0,lose challange
15060,approx q learning,0,self lose challange
15061,approx q learning,0,turned flower
15062,approx q learning,0,lose game
15063,"smart 2: 0, 0.4",1,turned flower
15064,"smart 2: 0, 0.4",1,turned flower
15065,"smart 2: 0, 0.4",1,lose challange
15066,"smart 2: 0, 0.4",1,self lose challange
15067,"smart 2: 0, 0.6",3,self lose challange
15068,"smart 2: 2, 0.6",2,turned flower
15069,"smart 2: 2, 0.6",2,win challange
15070,"smart 2: 0, 0.4",1,turned flower
15071,"smart 2: 0, 0.4",1,lose game
15072,"smart 2: 2, 0.6",2,win challange
15073,approx q learning,0,self lose challange
15074,"smart 2: 2, 0.6",2,self lose challange
15075,"smart 2: 0, 0.4",1,self lose challange
15076,"smart 2: 0, 0.4",1,self lose challange
15077,approx q learning,0,self lose challange
15078,"smart 2: 0, 0.4",1,self lose challange
15079,approx q learning,0,turned flower
15080,approx q learning,0,turned flower
15081,approx q learning,0,turned flower
15082,approx q learning,0,lose challange
15083,"smart 2: 0, 0.6",3,self lose challange
15084,"smart 2: 0, 0.4",1,turned flower
15085,"smart 2: 0, 0.4",1,turned flower
15086,"smart 2: 0, 0.4",1,turned flower
15087,"smart 2: 0, 0.4",1,turned flower
15088,"smart 2: 0, 0.4",1,lose game
15089,approx q learning,0,turned flower
15090,approx q learning,0,win challange
15091,approx q learning,0,turned flower
15092,approx q learning,0,turned flower
15093,approx q learning,0,win challange
15094,"smart 2: 0, 0.6",3,self lose challange
15095,approx q learning,0,turned flower
15096,approx q learning,0,lose challange
15097,"smart 2: 2, 0.6",2,self lose challange
15098,approx q learning,0,self lose challange
15099,"smart 2: 0, 0.6",3,turned flower
15100,"smart 2: 0, 0.6",3,turned flower
15101,"smart 2: 0, 0.6",3,lose challange
15102,approx q learning,0,self lose challange
15103,approx q learning,0,turned flower
15104,approx q learning,0,lose game
15105,"smart 2: 2, 0.6",2,turned flower
15106,"smart 2: 2, 0.6",2,turned flower
15107,"smart 2: 2, 0.6",2,turned flower
15108,"smart 2: 2, 0.6",2,win challange
15109,"smart 2: 0, 0.6",3,turned flower
15110,"smart 2: 0, 0.6",3,win challange
15111,"smart 2: 0, 0.4",1,self lose challange
15112,"smart 2: 0, 0.6",3,turned flower
15113,"smart 2: 0, 0.6",3,lose challange
15114,"smart 2: 2, 0.6",2,self lose challange
15115,"smart 2: 0, 0.6",3,turned flower
15116,"smart 2: 0, 0.6",3,lose game
15117,"smart 2: 0, 0.4",1,self lose challange
15118,"smart 2: 2, 0.6",2,turned flower
15119,"smart 2: 2, 0.6",2,lose challange
15120,"smart 2: 2, 0.6",2,self lose game
15121,approx q learning,0,self lose challange
15122,"smart 2: 0, 0.4",1,turned flower
15123,"smart 2: 0, 0.4",1,turned flower
15124,"smart 2: 0, 0.4",1,lose challange
15125,"smart 2: 0, 0.4",1,self lose challange
15126,"smart 2: 0, 0.4",1,turned flower
15127,"smart 2: 0, 0.4",1,turned flower
15128,"smart 2: 0, 0.4",1,turned flower
15129,"smart 2: 0, 0.4",1,win challange
15130,approx q learning,0,turned flower
15131,approx q learning,0,turned flower
15132,approx q learning,0,turned flower
15133,approx q learning,0,win challange
15134,"smart 2: 0, 0.6",3,self lose challange
15135,"smart 2: 0, 0.6",3,turned flower
15136,"smart 2: 0, 0.6",3,self lose challange
15137,"smart 2: 2, 0.6",2,turned flower
15138,"smart 2: 2, 0.6",2,lose challange
15139,approx q learning,0,turned flower
15140,approx q learning,0,lose challange
15141,approx q learning,0,turned flower
15142,approx q learning,0,turned flower
15143,approx q learning,0,turned flower
15144,approx q learning,0,win challange
15145,approx q learning,0,self lose challange
15146,"smart 2: 2, 0.6",2,turned flower
15147,"smart 2: 2, 0.6",2,self lose challange
15148,approx q learning,0,turned flower
15149,approx q learning,0,self lose challange
15150,approx q learning,0,turned flower
15151,approx q learning,0,lose challange
15152,"smart 2: 0, 0.4",1,self lose challange
15153,approx q learning,0,turned flower
15154,approx q learning,0,lose game
15155,"smart 2: 0, 0.6",3,self lose challange
15156,"smart 2: 2, 0.6",2,turned flower
15157,"smart 2: 2, 0.6",2,win challange
15158,"smart 2: 2, 0.6",2,turned flower
15159,"smart 2: 2, 0.6",2,turned flower
15160,"smart 2: 2, 0.6",2,lose challange
15161,"smart 2: 0, 0.6",3,turned flower
15162,"smart 2: 0, 0.6",3,turned flower
15163,"smart 2: 0, 0.6",3,win challange
15164,"smart 2: 0, 0.6",3,self lose challange
15165,"smart 2: 0, 0.4",1,turned flower
15166,"smart 2: 0, 0.4",1,turned flower
15167,"smart 2: 0, 0.4",1,turned flower
15168,"smart 2: 0, 0.4",1,turned flower
15169,"smart 2: 0, 0.4",1,lose challange
15170,"smart 2: 0, 0.6",3,turned flower
15171,"smart 2: 0, 0.6",3,turned flower
15172,"smart 2: 0, 0.6",3,win challange
15173,approx q learning,0,turned flower
15174,approx q learning,0,turned flower
15175,approx q learning,0,turned flower
15176,approx q learning,0,win challange
15177,"smart 2: 0, 0.4",1,self lose challange
15178,approx q learning,0,self lose challange
15179,"smart 2: 2, 0.6",2,turned flower
15180,"smart 2: 2, 0.6",2,turned flower
15181,"smart 2: 2, 0.6",2,turned flower
15182,"smart 2: 2, 0.6",2,lose challange
15183,"smart 2: 2, 0.6",2,self lose challange
15184,approx q learning,0,self lose challange
15185,approx q learning,0,self lose challange
15186,approx q learning,0,turned flower
15187,approx q learning,0,lose game
15188,"smart 2: 2, 0.6",2,turned flower
15189,"smart 2: 2, 0.6",2,turned flower
15190,"smart 2: 2, 0.6",2,win challange
15191,"smart 2: 0, 0.4",1,self lose challange
15192,"smart 2: 0, 0.6",3,turned flower
15193,"smart 2: 0, 0.6",3,turned flower
15194,"smart 2: 0, 0.6",3,win challange
15195,"smart 2: 2, 0.6",2,turned flower
15196,"smart 2: 2, 0.6",2,lose challange
15197,"smart 2: 0, 0.6",3,self lose challange
15198,"smart 2: 2, 0.6",2,turned flower
15199,"smart 2: 2, 0.6",2,win challange
15200,approx q learning,0,turned flower
15201,approx q learning,0,lose challange
15202,approx q learning,0,turned flower
15203,approx q learning,0,lose challange
15204,approx q learning,0,turned flower
15205,approx q learning,0,lose challange
15206,approx q learning,0,turned flower
15207,approx q learning,0,turned flower
15208,approx q learning,0,lose game
15209,"smart 2: 2, 0.6",2,turned flower
15210,"smart 2: 2, 0.6",2,self lose challange
15211,"smart 2: 0, 0.4",1,self lose challange
15212,"smart 2: 0, 0.4",1,turned flower
15213,"smart 2: 0, 0.4",1,lose challange
15214,"smart 2: 2, 0.6",2,turned flower
15215,"smart 2: 2, 0.6",2,lose challange
15216,"smart 2: 0, 0.4",1,self lose challange
15217,"smart 2: 2, 0.6",2,turned flower
15218,"smart 2: 2, 0.6",2,lose challange
15219,"smart 2: 0, 0.4",1,turned flower
15220,"smart 2: 0, 0.4",1,lose game
15221,"smart 2: 2, 0.6",2,win challange
15222,"smart 2: 0, 0.6",3,self lose challange
15223,"smart 2: 2, 0.6",2,turned flower
15224,"smart 2: 2, 0.6",2,lose game
15225,approx q learning,0,turned flower
15226,approx q learning,0,self lose challange
15227,"smart 2: 0, 0.4",1,self lose challange
15228,approx q learning,0,self lose challange
15229,approx q learning,0,self lose challange
15230,"smart 2: 0, 0.4",1,turned flower
15231,"smart 2: 0, 0.4",1,turned flower
15232,"smart 2: 0, 0.4",1,lose challange
15233,"smart 2: 0, 0.4",1,turned flower
15234,"smart 2: 0, 0.4",1,lose challange
15235,approx q learning,0,turned flower
15236,approx q learning,0,turned flower
15237,approx q learning,0,turned flower
15238,approx q learning,0,lose game
15239,"smart 2: 0, 0.6",3,self lose challange
15240,"smart 2: 0, 0.4",1,turned flower
15241,"smart 2: 0, 0.4",1,win challange
15242,"smart 2: 2, 0.6",2,turned flower
15243,"smart 2: 2, 0.6",2,win challange
15244,"smart 2: 0, 0.4",1,turned flower
15245,"smart 2: 0, 0.4",1,lose game
15246,"smart 2: 0, 0.6",3,turned flower
15247,"smart 2: 0, 0.6",3,turned flower
15248,"smart 2: 0, 0.6",3,lose challange
15249,"smart 2: 2, 0.6",2,turned flower
15250,"smart 2: 2, 0.6",2,win challange
15251,approx q learning,0,self lose challange
15252,approx q learning,0,turned flower
15253,approx q learning,0,turned flower
15254,approx q learning,0,turned flower
15255,approx q learning,0,lose challange
15256,approx q learning,0,turned flower
15257,approx q learning,0,turned flower
15258,approx q learning,0,turned flower
15259,approx q learning,0,lose challange
15260,"smart 2: 0, 0.6",3,turned flower
15261,"smart 2: 0, 0.6",3,turned flower
15262,"smart 2: 0, 0.6",3,turned flower
15263,"smart 2: 0, 0.6",3,lose challange
15264,approx q learning,0,turned flower
15265,approx q learning,0,lose game
15266,"smart 2: 0, 0.6",3,turned flower
15267,"smart 2: 0, 0.6",3,lose challange
15268,"smart 2: 0, 0.4",1,self lose challange
15269,"smart 2: 0, 0.4",1,turned flower
15270,"smart 2: 0, 0.4",1,turned flower
15271,"smart 2: 0, 0.4",1,turned flower
15272,"smart 2: 0, 0.4",1,win challange
15273,"smart 2: 2, 0.6",2,turned flower
15274,"smart 2: 2, 0.6",2,turned flower
15275,"smart 2: 2, 0.6",2,lose challange
15276,"smart 2: 0, 0.6",3,turned flower
15277,"smart 2: 0, 0.6",3,lose challange
15278,"smart 2: 0, 0.6",3,turned flower
15279,"smart 2: 0, 0.6",3,turned flower
15280,"smart 2: 0, 0.6",3,lose game
15281,"smart 2: 2, 0.6",2,turned flower
15282,"smart 2: 2, 0.6",2,lose challange
15283,"smart 2: 0, 0.4",1,self lose challange
15284,"smart 2: 0, 0.4",1,win challange
15285,"smart 2: 0, 0.4",1,self lose challange
15286,"smart 2: 0, 0.4",1,self lose challange
15287,approx q learning,0,turned flower
15288,approx q learning,0,turned flower
15289,approx q learning,0,turned flower
15290,approx q learning,0,lose challange
15291,"smart 2: 0, 0.4",1,turned flower
15292,"smart 2: 0, 0.4",1,lose challange
15293,approx q learning,0,self lose challange
15294,"smart 2: 0, 0.4",1,turned flower
15295,"smart 2: 0, 0.4",1,turned flower
15296,"smart 2: 0, 0.4",1,lose game
15297,approx q learning,0,self lose challange
15298,"smart 2: 0, 0.6",3,turned flower
15299,"smart 2: 0, 0.6",3,turned flower
15300,"smart 2: 0, 0.6",3,win challange
15301,approx q learning,0,turned flower
15302,approx q learning,0,turned flower
15303,approx q learning,0,turned flower
15304,approx q learning,0,lose game
15305,"smart 2: 0, 0.6",3,self lose challange
15306,"smart 2: 0, 0.6",3,self lose challange
15307,"smart 2: 0, 0.6",3,win challange
15308,"smart 2: 0, 0.6",3,turned flower
15309,"smart 2: 0, 0.6",3,lose challange
15310,approx q learning,0,turned flower
15311,approx q learning,0,lose challange
15312,approx q learning,0,turned flower
15313,approx q learning,0,lose challange
15314,approx q learning,0,turned flower
15315,approx q learning,0,turned flower
15316,approx q learning,0,lose challange
15317,approx q learning,0,turned flower
15318,approx q learning,0,lose game
15319,"smart 2: 2, 0.6",2,turned flower
15320,"smart 2: 2, 0.6",2,win challange
15321,"smart 2: 0, 0.6",3,turned flower
15322,"smart 2: 0, 0.6",3,self lose challange
15323,"smart 2: 0, 0.6",3,turned flower
15324,"smart 2: 0, 0.6",3,self lose challange
15325,"smart 2: 2, 0.6",2,self lose challange
15326,"smart 2: 0, 0.6",3,turned flower
15327,"smart 2: 0, 0.6",3,turned flower
15328,"smart 2: 0, 0.6",3,lose game
15329,"smart 2: 0, 0.4",1,self lose challange
15330,"smart 2: 0, 0.4",1,self lose challange
15331,"smart 2: 2, 0.6",2,turned flower
15332,"smart 2: 2, 0.6",2,win challange
15333,"smart 2: 2, 0.6",2,self lose challange
15334,approx q learning,0,turned flower
15335,approx q learning,0,lose challange
15336,"smart 2: 0, 0.4",1,self lose challange
15337,"smart 2: 0, 0.4",1,turned flower
15338,"smart 2: 0, 0.4",1,lose challange
15339,"smart 2: 0, 0.6",3,self lose challange
15340,approx q learning,0,self lose challange
15341,approx q learning,0,turned flower
15342,approx q learning,0,turned flower
15343,approx q learning,0,turned flower
15344,approx q learning,0,win challange
15345,"smart 2: 0, 0.4",1,turned flower
15346,"smart 2: 0, 0.4",1,lose challange
15347,approx q learning,0,self lose challange
15348,"smart 2: 0, 0.6",3,self lose challange
15349,"smart 2: 2, 0.6",2,turned flower
15350,"smart 2: 2, 0.6",2,turned flower
15351,"smart 2: 2, 0.6",2,lose challange
15352,"smart 2: 2, 0.6",2,turned flower
15353,"smart 2: 2, 0.6",2,turned flower
15354,"smart 2: 2, 0.6",2,turned flower
15355,"smart 2: 2, 0.6",2,win challange
15356,"smart 2: 0, 0.4",1,turned flower
15357,"smart 2: 0, 0.4",1,turned flower
15358,"smart 2: 0, 0.4",1,lose game
15359,approx q learning,0,turned flower
15360,approx q learning,0,turned flower
15361,approx q learning,0,win challange
15362,approx q learning,0,turned flower
15363,approx q learning,0,self lose challange
15364,approx q learning,0,turned flower
15365,approx q learning,0,turned flower
15366,approx q learning,0,lose challange
15367,"smart 2: 2, 0.6",2,turned flower
15368,"smart 2: 2, 0.6",2,self lose challange
15369,"smart 2: 0, 0.4",1,self lose challange
