,player type,player,result
14469,"smart 2: 2, 0.6",2,self lose challange
14470,"smart 2: 2, 0.6",2,win challange
14471,"smart 2: 0, 0.6",3,turned flower
14472,"smart 2: 0, 0.6",3,self lose challange
14473,"smart 2: 2, 0.6",2,self lose challange
14474,"smart 2: 0, 0.6",3,turned flower
14475,"smart 2: 0, 0.6",3,win challange
14476,"smart 2: 0, 0.6",3,win challange
14477,"smart 2: 0, 0.4",1,turned flower
14478,"smart 2: 0, 0.4",1,turned flower
14479,"smart 2: 0, 0.4",1,turned flower
14480,"smart 2: 0, 0.4",1,lose challange
14481,approx q learning,0,turned flower
14482,approx q learning,0,turned flower
14483,approx q learning,0,turned flower
14484,approx q learning,0,turned flower
14485,approx q learning,0,lose challange
14486,"smart 2: 0, 0.4",1,turned flower
14487,"smart 2: 0, 0.4",1,self lose challange
14488,"smart 2: 2, 0.6",2,turned flower
14489,"smart 2: 2, 0.6",2,lose challange
14490,"smart 2: 2, 0.6",2,self lose challange
14491,"smart 2: 0, 0.4",1,turned flower
14492,"smart 2: 0, 0.4",1,turned flower
14493,"smart 2: 0, 0.4",1,turned flower
14494,"smart 2: 0, 0.4",1,win challange
14495,"smart 2: 0, 0.4",1,turned flower
14496,"smart 2: 0, 0.4",1,turned flower
14497,"smart 2: 0, 0.4",1,lose challange
14498,"smart 2: 2, 0.6",2,turned flower
14499,"smart 2: 2, 0.6",2,lose challange
14500,"smart 2: 0, 0.4",1,self lose game
14501,"smart 2: 2, 0.6",2,self lose game
14502,approx q learning,0,turned flower
14503,approx q learning,0,lose challange
14504,approx q learning,0,win challange
14505,approx q learning,0,win challange
14506,approx q learning,0,turned flower
14507,approx q learning,0,lose challange
14508,"smart 2: 0, 0.4",1,self lose challange
14509,"smart 2: 0, 0.4",1,self lose challange
14510,"smart 2: 2, 0.6",2,turned flower
14511,"smart 2: 2, 0.6",2,lose challange
14512,"smart 2: 0, 0.4",1,self lose challange
14513,"smart 2: 2, 0.6",2,turned flower
14514,"smart 2: 2, 0.6",2,turned flower
14515,"smart 2: 2, 0.6",2,lose challange
14516,"smart 2: 2, 0.6",2,turned flower
14517,"smart 2: 2, 0.6",2,turned flower
14518,"smart 2: 2, 0.6",2,lose challange
14519,"smart 2: 2, 0.6",2,turned flower
14520,"smart 2: 2, 0.6",2,lose game
14521,"smart 2: 0, 0.6",3,self lose challange
14522,"smart 2: 0, 0.6",3,self lose challange
14523,approx q learning,0,turned flower
14524,approx q learning,0,turned flower
14525,approx q learning,0,win challange
14526,"smart 2: 0, 0.4",1,turned flower
14527,"smart 2: 0, 0.4",1,lose game
14528,approx q learning,0,turned flower
14529,approx q learning,0,win challange
14530,"smart 2: 2, 0.6",2,turned flower
14531,"smart 2: 2, 0.6",2,self lose challange
14532,"smart 2: 0, 0.4",1,self lose challange
14533,approx q learning,0,turned flower
14534,approx q learning,0,turned flower
14535,approx q learning,0,lose challange
14536,"smart 2: 0, 0.6",3,self lose challange
14537,"smart 2: 0, 0.4",1,self lose challange
14538,approx q learning,0,turned flower
14539,approx q learning,0,turned flower
14540,approx q learning,0,lose challange
14541,"smart 2: 0, 0.4",1,self lose challange
14542,"smart 2: 0, 0.4",1,turned flower
14543,"smart 2: 0, 0.4",1,turned flower
14544,"smart 2: 0, 0.4",1,lose game
14545,approx q learning,0,turned flower
14546,approx q learning,0,turned flower
14547,approx q learning,0,turned flower
14548,approx q learning,0,lose challange
14549,approx q learning,0,turned flower
14550,approx q learning,0,lose game
14551,"smart 2: 0, 0.6",3,self lose challange
14552,"smart 2: 2, 0.6",2,self lose challange
14553,"smart 2: 2, 0.6",2,turned flower
14554,"smart 2: 2, 0.6",2,self lose challange
14555,"smart 2: 2, 0.6",2,win challange
14556,"smart 2: 2, 0.6",2,win challange
14557,approx q learning,0,turned flower
14558,approx q learning,0,lose challange
14559,"smart 2: 0, 0.6",3,turned flower
14560,"smart 2: 0, 0.6",3,lose challange
14561,"smart 2: 0, 0.4",1,self lose challange
14562,approx q learning,0,turned flower
14563,approx q learning,0,turned flower
14564,approx q learning,0,lose challange
14565,"smart 2: 0, 0.4",1,turned flower
14566,"smart 2: 0, 0.4",1,self lose challange
14567,"smart 2: 2, 0.6",2,self lose challange
14568,approx q learning,0,turned flower
14569,approx q learning,0,lose challange
14570,approx q learning,0,turned flower
14571,approx q learning,0,turned flower
14572,approx q learning,0,turned flower
14573,approx q learning,0,win challange
14574,approx q learning,0,turned flower
14575,approx q learning,0,turned flower
14576,approx q learning,0,turned flower
14577,approx q learning,0,lose game
14578,"smart 2: 2, 0.6",2,self lose challange
14579,"smart 2: 0, 0.4",1,turned flower
14580,"smart 2: 0, 0.4",1,turned flower
14581,"smart 2: 0, 0.4",1,turned flower
14582,"smart 2: 0, 0.4",1,lose challange
14583,"smart 2: 2, 0.6",2,turned flower
14584,"smart 2: 2, 0.6",2,win challange
14585,"smart 2: 0, 0.4",1,turned flower
14586,"smart 2: 0, 0.4",1,lose game
14587,"smart 2: 2, 0.6",2,win challange
14588,"smart 2: 0, 0.6",3,self lose challange
14589,approx q learning,0,turned flower
14590,approx q learning,0,lose challange
14591,"smart 2: 0, 0.6",3,self lose challange
14592,"smart 2: 2, 0.6",2,turned flower
14593,"smart 2: 2, 0.6",2,turned flower
14594,"smart 2: 2, 0.6",2,lose challange
14595,approx q learning,0,turned flower
14596,approx q learning,0,lose challange
14597,approx q learning,0,turned flower
14598,approx q learning,0,turned flower
14599,approx q learning,0,lose challange
14600,approx q learning,0,turned flower
14601,approx q learning,0,lose game
14602,"smart 2: 0, 0.6",3,turned flower
14603,"smart 2: 0, 0.6",3,turned flower
14604,"smart 2: 0, 0.6",3,lose challange
14605,"smart 2: 0, 0.4",1,self lose challange
14606,"smart 2: 0, 0.6",3,turned flower
14607,"smart 2: 0, 0.6",3,turned flower
14608,"smart 2: 0, 0.6",3,lose game
14609,"smart 2: 0, 0.4",1,turned flower
14610,"smart 2: 0, 0.4",1,self lose challange
14611,"smart 2: 2, 0.6",2,turned flower
14612,"smart 2: 2, 0.6",2,win challange
14613,"smart 2: 2, 0.6",2,win challange
14614,"smart 2: 0, 0.4",1,self lose challange
14615,"smart 2: 0, 0.4",1,turned flower
14616,"smart 2: 0, 0.4",1,self lose challange
14617,"smart 2: 0, 0.4",1,turned flower
14618,"smart 2: 0, 0.4",1,lose challange
14619,"smart 2: 0, 0.4",1,turned flower
14620,"smart 2: 0, 0.4",1,turned flower
14621,"smart 2: 0, 0.4",1,lose game
14622,approx q learning,0,turned flower
14623,approx q learning,0,turned flower
14624,approx q learning,0,win challange
14625,"smart 2: 0, 0.6",3,self lose challange
14626,approx q learning,0,turned flower
14627,approx q learning,0,lose challange
14628,approx q learning,0,turned flower
14629,approx q learning,0,lose challange
14630,"smart 2: 0, 0.6",3,turned flower
14631,"smart 2: 0, 0.6",3,turned flower
14632,"smart 2: 0, 0.6",3,win challange
14633,approx q learning,0,turned flower
14634,approx q learning,0,turned flower
14635,approx q learning,0,turned flower
14636,approx q learning,0,turned flower
14637,approx q learning,0,turned flower
14638,approx q learning,0,lose challange
14639,"smart 2: 0, 0.6",3,self lose challange
14640,"smart 2: 2, 0.6",2,turned flower
14641,"smart 2: 2, 0.6",2,turned flower
14642,"smart 2: 2, 0.6",2,win challange
14643,approx q learning,0,turned flower
14644,approx q learning,0,lose game
14645,"smart 2: 2, 0.6",2,turned flower
14646,"smart 2: 2, 0.6",2,self lose challange
14647,"smart 2: 2, 0.6",2,turned flower
14648,"smart 2: 2, 0.6",2,self lose challange
14649,"smart 2: 2, 0.6",2,win challange
14650,"smart 2: 0, 0.4",1,self lose challange
14651,"smart 2: 2, 0.6",2,turned flower
14652,"smart 2: 2, 0.6",2,turned flower
14653,"smart 2: 2, 0.6",2,lose challange
14654,"smart 2: 0, 0.6",3,turned flower
14655,"smart 2: 0, 0.6",3,turned flower
14656,"smart 2: 0, 0.6",3,turned flower
14657,"smart 2: 0, 0.6",3,lose challange
14658,"smart 2: 2, 0.6",2,self lose challange
14659,approx q learning,0,turned flower
14660,approx q learning,0,turned flower
14661,approx q learning,0,win challange
14662,approx q learning,0,turned flower
14663,approx q learning,0,turned flower
14664,approx q learning,0,turned flower
14665,approx q learning,0,lose challange
14666,"smart 2: 0, 0.4",1,self lose challange
14667,"smart 2: 0, 0.4",1,turned flower
14668,"smart 2: 0, 0.4",1,self lose challange
14669,"smart 2: 2, 0.6",2,turned flower
14670,"smart 2: 2, 0.6",2,turned flower
14671,"smart 2: 2, 0.6",2,lose challange
14672,"smart 2: 2, 0.6",2,turned flower
14673,"smart 2: 2, 0.6",2,lose game
14674,approx q learning,0,turned flower
14675,approx q learning,0,turned flower
14676,approx q learning,0,lose challange
14677,approx q learning,0,turned flower
14678,approx q learning,0,turned flower
14679,approx q learning,0,win challange
14680,approx q learning,0,turned flower
14681,approx q learning,0,turned flower
14682,approx q learning,0,turned flower
14683,approx q learning,0,win challange
14684,"smart 2: 0, 0.4",1,turned flower
14685,"smart 2: 0, 0.4",1,lose challange
14686,approx q learning,0,turned flower
14687,approx q learning,0,turned flower
14688,approx q learning,0,lose challange
14689,"smart 2: 2, 0.6",2,turned flower
14690,"smart 2: 2, 0.6",2,lose challange
14691,"smart 2: 0, 0.4",1,turned flower
14692,"smart 2: 0, 0.4",1,lose challange
14693,"smart 2: 2, 0.6",2,turned flower
14694,"smart 2: 2, 0.6",2,lose challange
14695,"smart 2: 0, 0.4",1,self lose challange
14696,"smart 2: 0, 0.6",3,self lose challange
14697,approx q learning,0,turned flower
14698,approx q learning,0,turned flower
14699,approx q learning,0,turned flower
14700,approx q learning,0,lose challange
14701,approx q learning,0,turned flower
14702,approx q learning,0,turned flower
14703,approx q learning,0,turned flower
14704,approx q learning,0,lose challange
14705,approx q learning,0,turned flower
14706,approx q learning,0,turned flower
14707,approx q learning,0,win challange
14708,"smart 2: 0, 0.4",1,turned flower
14709,"smart 2: 0, 0.4",1,turned flower
14710,"smart 2: 0, 0.4",1,lose challange
14711,"smart 2: 0, 0.4",1,self lose challange
14712,approx q learning,0,turned flower
14713,approx q learning,0,turned flower
14714,approx q learning,0,lose challange
14715,approx q learning,0,turned flower
14716,approx q learning,0,turned flower
14717,approx q learning,0,win challange
14718,"smart 2: 0, 0.6",3,self lose challange
14719,"smart 2: 0, 0.4",1,self lose challange
14720,"smart 2: 0, 0.4",1,turned flower
14721,"smart 2: 0, 0.4",1,turned flower
14722,"smart 2: 0, 0.4",1,lose game
14723,"smart 2: 2, 0.6",2,turned flower
14724,"smart 2: 2, 0.6",2,lose challange
14725,"smart 2: 2, 0.6",2,turned flower
14726,"smart 2: 2, 0.6",2,turned flower
14727,"smart 2: 2, 0.6",2,lose challange
14728,approx q learning,0,turned flower
14729,approx q learning,0,turned flower
14730,approx q learning,0,win challange
14731,"smart 2: 0, 0.6",3,self lose challange
14732,"smart 2: 0, 0.4",1,self lose challange
14733,"smart 2: 0, 0.4",1,self lose challange
14734,"smart 2: 0, 0.4",1,self lose challange
14735,"smart 2: 0, 0.4",1,turned flower
14736,"smart 2: 0, 0.4",1,turned flower
14737,"smart 2: 0, 0.4",1,lose game
14738,"smart 2: 2, 0.6",2,self lose challange
14739,"smart 2: 0, 0.6",3,turned flower
14740,"smart 2: 0, 0.6",3,self lose challange
14741,"smart 2: 2, 0.6",2,turned flower
14742,"smart 2: 2, 0.6",2,lose challange
14743,"smart 2: 2, 0.6",2,turned flower
14744,"smart 2: 2, 0.6",2,lose challange
14745,approx q learning,0,turned flower
14746,approx q learning,0,turned flower
14747,approx q learning,0,lose challange
14748,"smart 2: 0, 0.6",3,turned flower
14749,"smart 2: 0, 0.6",3,turned flower
14750,"smart 2: 0, 0.6",3,win challange
14751,"smart 2: 2, 0.6",2,turned flower
14752,"smart 2: 2, 0.6",2,lose game
14753,"smart 2: 0, 0.6",3,win challange
14754,approx q learning,0,turned flower
14755,approx q learning,0,lose challange
14756,approx q learning,0,turned flower
14757,approx q learning,0,lose challange
14758,approx q learning,0,turned flower
14759,approx q learning,0,turned flower
14760,approx q learning,0,turned flower
14761,approx q learning,0,lose challange
14762,approx q learning,0,turned flower
14763,approx q learning,0,lose game
14764,"smart 2: 0, 0.4",1,self lose challange
14765,"smart 2: 2, 0.6",2,turned flower
14766,"smart 2: 2, 0.6",2,self lose challange
14767,"smart 2: 0, 0.4",1,self lose challange
14768,"smart 2: 2, 0.6",2,self lose challange
14769,"smart 2: 0, 0.4",1,self lose challange
14770,"smart 2: 2, 0.6",2,self lose challange
14771,"smart 2: 0, 0.6",3,self lose challange
14772,"smart 2: 0, 0.6",3,turned flower
14773,"smart 2: 0, 0.6",3,turned flower
14774,"smart 2: 0, 0.6",3,win challange
14775,"smart 2: 0, 0.4",1,turned flower
14776,"smart 2: 0, 0.4",1,turned flower
14777,"smart 2: 0, 0.4",1,lose game
14778,"smart 2: 2, 0.6",2,win challange
14779,"smart 2: 0, 0.6",3,self lose challange
14780,"smart 2: 2, 0.6",2,turned flower
14781,"smart 2: 2, 0.6",2,win challange
14782,approx q learning,0,turned flower
14783,approx q learning,0,turned flower
14784,approx q learning,0,turned flower
14785,approx q learning,0,lose challange
14786,approx q learning,0,turned flower
14787,approx q learning,0,turned flower
14788,approx q learning,0,turned flower
14789,approx q learning,0,lose challange
14790,"smart 2: 2, 0.6",2,self lose challange
14791,"smart 2: 2, 0.6",2,turned flower
14792,"smart 2: 2, 0.6",2,turned flower
14793,"smart 2: 2, 0.6",2,turned flower
14794,"smart 2: 2, 0.6",2,turned flower
14795,"smart 2: 2, 0.6",2,turned flower
14796,"smart 2: 2, 0.6",2,turned flower
14797,"smart 2: 2, 0.6",2,lose challange
14798,"smart 2: 2, 0.6",2,turned flower
14799,"smart 2: 2, 0.6",2,lose challange
14800,approx q learning,0,turned flower
14801,approx q learning,0,turned flower
14802,approx q learning,0,win challange
14803,"smart 2: 0, 0.4",1,turned flower
14804,"smart 2: 0, 0.4",1,turned flower
14805,"smart 2: 0, 0.4",1,lose challange
14806,"smart 2: 0, 0.4",1,self lose challange
14807,approx q learning,0,turned flower
14808,approx q learning,0,turned flower
14809,approx q learning,0,win challange
14810,approx q learning,0,turned flower
14811,approx q learning,0,turned flower
14812,approx q learning,0,turned flower
14813,approx q learning,0,lose challange
14814,"smart 2: 0, 0.4",1,turned flower
14815,"smart 2: 0, 0.4",1,self lose challange
14816,"smart 2: 2, 0.6",2,turned flower
14817,"smart 2: 2, 0.6",2,lose challange
14818,approx q learning,0,turned flower
14819,approx q learning,0,lose challange
14820,approx q learning,0,turned flower
14821,approx q learning,0,turned flower
14822,approx q learning,0,turned flower
14823,approx q learning,0,lose challange
14824,approx q learning,0,turned flower
14825,approx q learning,0,turned flower
14826,approx q learning,0,win challange
14827,approx q learning,0,turned flower
14828,approx q learning,0,lose game
14829,"smart 2: 2, 0.6",2,turned flower
14830,"smart 2: 2, 0.6",2,turned flower
14831,"smart 2: 2, 0.6",2,lose challange
14832,"smart 2: 0, 0.6",3,turned flower
14833,"smart 2: 0, 0.6",3,turned flower
14834,"smart 2: 0, 0.6",3,turned flower
14835,"smart 2: 0, 0.6",3,win challange
14836,"smart 2: 2, 0.6",2,turned flower
14837,"smart 2: 2, 0.6",2,turned flower
14838,"smart 2: 2, 0.6",2,lose challange
14839,"smart 2: 0, 0.4",1,turned flower
14840,"smart 2: 0, 0.4",1,turned flower
14841,"smart 2: 0, 0.4",1,lose challange
14842,"smart 2: 0, 0.4",1,self lose challange
14843,"smart 2: 2, 0.6",2,turned flower
14844,"smart 2: 2, 0.6",2,win challange
14845,"smart 2: 0, 0.6",3,self lose challange
14846,"smart 2: 2, 0.6",2,turned flower
14847,"smart 2: 2, 0.6",2,lose game
14848,"smart 2: 0, 0.6",3,self lose challange
14849,"smart 2: 0, 0.4",1,turned flower
14850,"smart 2: 0, 0.4",1,win challange
14851,"smart 2: 0, 0.4",1,win challange
14852,approx q learning,0,turned flower
14853,approx q learning,0,lose challange
14854,"smart 2: 0, 0.4",1,turned flower
14855,"smart 2: 0, 0.4",1,self lose challange
14856,"smart 2: 2, 0.6",2,self lose challange
14857,"smart 2: 0, 0.4",1,turned flower
14858,"smart 2: 0, 0.4",1,turned flower
14859,"smart 2: 0, 0.4",1,turned flower
14860,"smart 2: 0, 0.4",1,lose challange
14861,"smart 2: 0, 0.6",3,self lose challange
14862,"smart 2: 0, 0.4",1,self lose challange
14863,approx q learning,0,turned flower
14864,approx q learning,0,turned flower
14865,approx q learning,0,lose challange
14866,"smart 2: 0, 0.4",1,turned flower
14867,"smart 2: 0, 0.4",1,win challange
14868,approx q learning,0,turned flower
14869,approx q learning,0,turned flower
14870,approx q learning,0,lose challange
14871,approx q learning,0,turned flower
14872,approx q learning,0,turned flower
14873,approx q learning,0,lose game
14874,"smart 2: 2, 0.6",2,turned flower
14875,"smart 2: 2, 0.6",2,lose challange
14876,"smart 2: 0, 0.6",3,self lose challange
14877,"smart 2: 0, 0.6",3,turned flower
14878,"smart 2: 0, 0.6",3,turned flower
14879,"smart 2: 0, 0.6",3,win challange
14880,"smart 2: 2, 0.6",2,self lose challange
14881,"smart 2: 0, 0.6",3,turned flower
14882,"smart 2: 0, 0.6",3,win challange
14883,"smart 2: 0, 0.6",3,self lose challange
14884,approx q learning,0,turned flower
14885,approx q learning,0,lose challange
14886,approx q learning,0,turned flower
14887,approx q learning,0,lose challange
14888,approx q learning,0,turned flower
14889,approx q learning,0,lose challange
14890,approx q learning,0,turned flower
14891,approx q learning,0,turned flower
14892,approx q learning,0,turned flower
14893,approx q learning,0,win challange
14894,"smart 2: 0, 0.4",1,self lose challange
14895,"smart 2: 0, 0.4",1,turned flower
14896,"smart 2: 0, 0.4",1,turned flower
14897,"smart 2: 0, 0.4",1,turned flower
14898,"smart 2: 0, 0.4",1,win challange
14899,"smart 2: 0, 0.4",1,turned flower
14900,"smart 2: 0, 0.4",1,turned flower
14901,"smart 2: 0, 0.4",1,lose challange
14902,"smart 2: 0, 0.4",1,turned flower
14903,"smart 2: 0, 0.4",1,self lose challange
14904,"smart 2: 0, 0.4",1,turned flower
14905,"smart 2: 0, 0.4",1,turned flower
14906,"smart 2: 0, 0.4",1,lose game
14907,approx q learning,0,turned flower
14908,approx q learning,0,lose game
14909,"smart 2: 0, 0.6",3,turned flower
14910,"smart 2: 0, 0.6",3,win challange
14911,"smart 2: 2, 0.6",2,turned flower
14912,"smart 2: 2, 0.6",2,turned flower
14913,"smart 2: 2, 0.6",2,self lose challange
14914,"smart 2: 2, 0.6",2,turned flower
14915,"smart 2: 2, 0.6",2,self lose challange
14916,"smart 2: 2, 0.6",2,win challange
14917,"smart 2: 2, 0.6",2,win challange
14918,"smart 2: 0, 0.4",1,turned flower
14919,"smart 2: 0, 0.4",1,self lose challange
14920,"smart 2: 0, 0.4",1,self lose challange
14921,"smart 2: 2, 0.6",2,turned flower
14922,"smart 2: 2, 0.6",2,turned flower
14923,"smart 2: 2, 0.6",2,lose challange
14924,"smart 2: 2, 0.6",2,turned flower
14925,"smart 2: 2, 0.6",2,turned flower
14926,"smart 2: 2, 0.6",2,turned flower
14927,"smart 2: 2, 0.6",2,lose challange
14928,"smart 2: 2, 0.6",2,turned flower
14929,"smart 2: 2, 0.6",2,self lose challange
14930,"smart 2: 0, 0.4",1,self lose challange
14931,approx q learning,0,turned flower
14932,approx q learning,0,turned flower
14933,approx q learning,0,turned flower
14934,approx q learning,0,win challange
14935,approx q learning,0,turned flower
14936,approx q learning,0,turned flower
14937,approx q learning,0,turned flower
14938,approx q learning,0,lose challange
14939,"smart 2: 0, 0.6",3,turned flower
14940,"smart 2: 0, 0.6",3,turned flower
14941,"smart 2: 0, 0.6",3,lose challange
14942,approx q learning,0,turned flower
14943,approx q learning,0,turned flower
14944,approx q learning,0,turned flower
14945,approx q learning,0,win challange
14946,"smart 2: 0, 0.6",3,turned flower
14947,"smart 2: 0, 0.6",3,lose challange
14948,"smart 2: 2, 0.6",2,turned flower
14949,"smart 2: 2, 0.6",2,turned flower
14950,"smart 2: 2, 0.6",2,lose challange
14951,approx q learning,0,turned flower
14952,approx q learning,0,turned flower
14953,approx q learning,0,turned flower
14954,approx q learning,0,win challange
14955,"smart 2: 2, 0.6",2,turned flower
14956,"smart 2: 2, 0.6",2,lose challange
14957,"smart 2: 2, 0.6",2,turned flower
14958,"smart 2: 2, 0.6",2,turned flower
14959,"smart 2: 2, 0.6",2,lose challange
14960,approx q learning,0,turned flower
14961,approx q learning,0,lose challange
14962,approx q learning,0,turned flower
14963,approx q learning,0,turned flower
14964,approx q learning,0,turned flower
14965,approx q learning,0,lose challange
14966,approx q learning,0,turned flower
14967,approx q learning,0,lose challange
14968,"smart 2: 0, 0.6",3,self lose challange
14969,approx q learning,0,turned flower
14970,approx q learning,0,turned flower
14971,approx q learning,0,turned flower
14972,approx q learning,0,lose game
14973,"smart 2: 0, 0.6",3,self lose challange
14974,"smart 2: 0, 0.4",1,turned flower
14975,"smart 2: 0, 0.4",1,win challange
14976,"smart 2: 0, 0.4",1,turned flower
14977,"smart 2: 0, 0.4",1,self lose challange
14978,"smart 2: 0, 0.4",1,self lose challange
14979,"smart 2: 0, 0.6",3,turned flower
14980,"smart 2: 0, 0.6",3,lose game
14981,"smart 2: 0, 0.4",1,win challange
14982,"smart 2: 0, 0.6",3,self lose challange
14983,"smart 2: 0, 0.4",1,self lose challange
14984,"smart 2: 2, 0.6",2,turned flower
14985,"smart 2: 2, 0.6",2,turned flower
14986,"smart 2: 2, 0.6",2,turned flower
14987,"smart 2: 2, 0.6",2,turned flower
14988,"smart 2: 2, 0.6",2,lose challange
14989,"smart 2: 0, 0.4",1,turned flower
14990,"smart 2: 0, 0.4",1,turned flower
14991,"smart 2: 0, 0.4",1,turned flower
14992,"smart 2: 0, 0.4",1,lose challange
14993,"smart 2: 0, 0.6",3,self lose challange
14994,"smart 2: 0, 0.6",3,self lose challange
14995,"smart 2: 2, 0.6",2,self lose challange
14996,"smart 2: 2, 0.6",2,turned flower
14997,"smart 2: 2, 0.6",2,lose challange
14998,"smart 2: 0, 0.6",3,turned flower
14999,"smart 2: 0, 0.6",3,lose game
15000,"smart 2: 2, 0.6",2,self lose game
15001,"smart 2: 0, 0.4",1,turned flower
15002,"smart 2: 0, 0.4",1,lose challange
15003,approx q learning,0,turned flower
15004,approx q learning,0,win challange
15005,approx q learning,0,win challange
15006,"smart 2: 0, 0.6",3,turned flower
15007,"smart 2: 0, 0.6",3,turned flower
15008,"smart 2: 0, 0.6",3,turned flower
15009,"smart 2: 0, 0.6",3,lose challange
15010,approx q learning,0,turned flower
15011,approx q learning,0,lose challange
15012,approx q learning,0,turned flower
15013,approx q learning,0,lose challange
15014,"smart 2: 0, 0.6",3,self lose challange
15015,"smart 2: 2, 0.6",2,self lose challange
15016,"smart 2: 0, 0.4",1,turned flower
15017,"smart 2: 0, 0.4",1,lose challange
15018,"smart 2: 0, 0.6",3,self lose challange
15019,"smart 2: 0, 0.4",1,self lose challange
15020,"smart 2: 0, 0.4",1,turned flower
15021,"smart 2: 0, 0.4",1,turned flower
15022,"smart 2: 0, 0.4",1,lose challange
15023,"smart 2: 0, 0.4",1,turned flower
15024,"smart 2: 0, 0.4",1,turned flower
15025,"smart 2: 0, 0.4",1,turned flower
15026,"smart 2: 0, 0.4",1,win challange
15027,approx q learning,0,turned flower
15028,approx q learning,0,turned flower
15029,approx q learning,0,win challange
15030,"smart 2: 0, 0.6",3,turned flower
15031,"smart 2: 0, 0.6",3,lose game
15032,approx q learning,0,turned flower
15033,approx q learning,0,turned flower
15034,approx q learning,0,lose challange
15035,"smart 2: 0, 0.4",1,turned flower
15036,"smart 2: 0, 0.4",1,win challange
15037,"smart 2: 0, 0.6",3,turned flower
15038,"smart 2: 0, 0.6",3,turned flower
15039,"smart 2: 0, 0.6",3,turned flower
15040,"smart 2: 0, 0.6",3,lose challange
15041,"smart 2: 0, 0.4",1,self lose challange
15042,"smart 2: 0, 0.6",3,turned flower
15043,"smart 2: 0, 0.6",3,self lose challange
15044,"smart 2: 0, 0.4",1,self lose challange
15045,approx q learning,0,turned flower
15046,approx q learning,0,lose challange
15047,"smart 2: 0, 0.4",1,turned flower
15048,"smart 2: 0, 0.4",1,lose challange
15049,approx q learning,0,turned flower
15050,approx q learning,0,turned flower
15051,approx q learning,0,lose challange
15052,"smart 2: 0, 0.6",3,self lose challange
15053,"smart 2: 0, 0.4",1,turned flower
15054,"smart 2: 0, 0.4",1,lose game
15055,approx q learning,0,turned flower
15056,approx q learning,0,win challange
15057,approx q learning,0,turned flower
15058,approx q learning,0,turned flower
15059,approx q learning,0,win challange
15060,"smart 2: 0, 0.4",1,self lose challange
15061,approx q learning,0,turned flower
15062,approx q learning,0,lose challange
15063,approx q learning,0,turned flower
15064,approx q learning,0,turned flower
15065,approx q learning,0,turned flower
15066,approx q learning,0,win challange
15067,approx q learning,0,turned flower
15068,approx q learning,0,lose challange
15069,approx q learning,0,turned flower
15070,approx q learning,0,turned flower
15071,approx q learning,0,turned flower
15072,approx q learning,0,lose challange
15073,approx q learning,0,turned flower
15074,approx q learning,0,turned flower
15075,approx q learning,0,lose game
15076,"smart 2: 2, 0.6",2,turned flower
15077,"smart 2: 2, 0.6",2,turned flower
15078,"smart 2: 2, 0.6",2,turned flower
15079,"smart 2: 2, 0.6",2,win challange
15080,"smart 2: 0, 0.4",1,self lose challange
15081,"smart 2: 0, 0.6",3,self lose challange
15082,"smart 2: 2, 0.6",2,turned flower
15083,"smart 2: 2, 0.6",2,turned flower
15084,"smart 2: 2, 0.6",2,win challange
15085,"smart 2: 0, 0.4",1,self lose challange
15086,"smart 2: 0, 0.4",1,self lose challange
15087,"smart 2: 0, 0.6",3,self lose challange
15088,"smart 2: 0, 0.4",1,turned flower
15089,"smart 2: 0, 0.4",1,turned flower
15090,"smart 2: 0, 0.4",1,turned flower
15091,"smart 2: 0, 0.4",1,lose challange
15092,approx q learning,0,turned flower
15093,approx q learning,0,turned flower
15094,approx q learning,0,lose challange
15095,approx q learning,0,turned flower
15096,approx q learning,0,turned flower
15097,approx q learning,0,turned flower
15098,approx q learning,0,lose challange
15099,approx q learning,0,turned flower
15100,approx q learning,0,turned flower
15101,approx q learning,0,lose challange
15102,"smart 2: 0, 0.4",1,turned flower
15103,"smart 2: 0, 0.4",1,lose game
15104,"smart 2: 0, 0.6",3,turned flower
15105,"smart 2: 0, 0.6",3,self lose challange
15106,"smart 2: 0, 0.6",3,turned flower
15107,"smart 2: 0, 0.6",3,lose challange
15108,"smart 2: 2, 0.6",2,turned flower
15109,"smart 2: 2, 0.6",2,lose challange
15110,"smart 2: 2, 0.6",2,turned flower
15111,"smart 2: 2, 0.6",2,lose challange
15112,"smart 2: 0, 0.6",3,self lose game
15113,approx q learning,0,self lose game
15114,"smart 2: 0, 0.6",3,self lose challange
15115,"smart 2: 0, 0.4",1,self lose challange
15116,"smart 2: 2, 0.6",2,turned flower
15117,"smart 2: 2, 0.6",2,lose challange
15118,"smart 2: 2, 0.6",2,turned flower
15119,"smart 2: 2, 0.6",2,lose challange
15120,"smart 2: 0, 0.4",1,self lose challange
15121,"smart 2: 0, 0.4",1,turned flower
15122,"smart 2: 0, 0.4",1,turned flower
15123,"smart 2: 0, 0.4",1,turned flower
15124,"smart 2: 0, 0.4",1,win challange
15125,"smart 2: 0, 0.4",1,turned flower
15126,"smart 2: 0, 0.4",1,turned flower
15127,"smart 2: 0, 0.4",1,turned flower
15128,"smart 2: 0, 0.4",1,lose challange
15129,"smart 2: 0, 0.6",3,self lose challange
15130,approx q learning,0,turned flower
15131,approx q learning,0,lose challange
15132,"smart 2: 0, 0.4",1,self lose game
15133,"smart 2: 0, 0.6",3,self lose challange
15134,"smart 2: 0, 0.6",3,turned flower
